ID,Name,Domain,Reg date,Title,Brand name,.com,.net,.org,.biz,Global rank,Top country,Google results,Link
1282,NuvorynSpain,nuvoryn-es.com,05/01/12,Pastillas adelgazantes - adelgazar de barriga | Nuvoryn España,Nuvoryn,No,No,No,Yes,"1,844,236",N/A,"331,000",http://www.nuvoryn-es.com/index.html
1297,IfortuneCA,mobivillage.ca,06/14/11,"iFortune Canada - Horoscope, Lucky Number, Tarot- iFortune Canada",iFortune,No,No,No,No,"604,951",India,"52,700",http://ifortune.mobivillage.ca/subscribe/?&track=1883_32675_13731&partner_clickid=102e86d261387257f1648167336a7a&partner_subid=678
1305,TruVisage,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1306,PurEssance,levelayouth.com,12/28/11,Levela Anti-Aging Formula,Levela,No,No,No,Yes,"1,082,793",USA,"13,900,000",https://www.levelayouth.com/o/lvla3/landing#none
1307,NuvorynSingapore,nuvoryn-sg.com,07/02/12,"Weight Loss Success Stories, Permanent Weight Loss",Nuvoryn,No,No,No,Yes,"2,293,187",N/A,"331,000",http://www.nuvoryn-sg.com/index.html
1308,PureCleanseSingapore,purecleanse-sg.com,07/02/12,N/A,Pure Cleanse,No,No,No,No,"6,878,455",N/A,"203,000",http://www.purecleanse-sg.com/index.html
1311,ZingaUK-Leads,xoticfish.com,03/12/07,Congratulations!,Xoticfish,No,Yes,Yes,Yes,"6,276,863",N/A,"2,500",http://xoticfish.com/
1313,GrandPrix,grandprixcontest.com,07/15/12,Welcome grandprixcontest.com – BlueHost.com,Grand Prix Contest,No,Yes,Yes,Yes,N/A,N/A,"104,000",http://www.grandprixcontest.com/?trk=685503407
1314,GameifiveCA,mobivillage.ca,06/14/11,Gamifive Arcade Action Adventure Puzzle Games Gamifive Canada,Gamifive,No,Yes,Yes,Yes,"604,951",India,"26,200",http://gamifive.mobivillage.ca/subscribe/?&track=1883_32222_12248&partner_subid=678&partner_clickid=102461189103ff55cf234cd4c401f7
1315,NaturalGreenCoffee,naturalgreencoffee.com,04/27/12,Natural Green Coffee Bean,Natural Green Coffee,No,No,No,Yes,"817,735",USA,"3,580,000",https://www.naturalgreencoffee.com/index.php?mode=bst&AFF=169&AFFSUB=685503763&ptok=disable
1321,ProfitWebSystemV2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.profitwebsystem.com/pmaangela97/?misc1=888-676-5188&caid=29293&misc3=685503921&caCode=GG49control&nopop=0&stid=363&cid2=11360
1322,VivexinDE,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1323,KollagenIntensivDE,elitedeadsea.com,01/29/13,Natürlich gesunde und schöne Haut - Dead Sea Beauty Kit,Dead Sea Beauty Kit,No,No,No,Yes,"24,175,568",N/A,"259,000",https://www.elitedeadsea.com/promo/de/?&_d&affid=guru&saffid=300001&atrack=685504063
1324,PowerMax-BR,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,"286,059",USA,"560,000",https://www.powerprecisiontrial.com/newformula/
1325,BeauteMD,beautemd.com,02/20/12,Beaute MD by LabGenix - Anti Aging Solution and Wrinkle Cream that Works!,Beaute MD,No,Yes,Yes,Yes,"2,287,937",USA,"26,000",http://www.beautemd.com/limitedoffer/?afid=cb&sid=548994
1327,HomeCashPackageSS,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,"63,608",USA,"937,000",http://webfortunemaster.com/hik97/?misc1=888-676-5188&caid=28972&misc3=685504493&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14837
1332,BedDefenseCA,beddefense.com,09/27/11,Bed Defense // All Natural Bed Bug Protection Device,Bed Defense,No,No,No,No,"349,422",USA,"14,100",http://order.beddefense.com/4d2/?caid=29054&misc3=685504536&caCode=GURadblFT&nopop=0&stid=377&cid2=8625
1334,CasinoPack-Android-ATTonly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.securehitz.com/rd/r.php?sid=326&pub=280009&c1=adm&c2=685504565&c3=300001
1335,StimulusJobs-WAP-US,stimulusjobs.net,09/15/11,Stimulus Jobs,Stimulus Jobs,No,No,Yes,No,"1,049,981",USA,"99,000",http://www.stimulusjobs.net/?tsid=100410&afid=&ofid=14681&opid=235&opid2=199135793&fn=&ln=&ea=&st=&ph
1349,KetoneSelect AU,raspberryketonestrial.com,08/03/12,Raspberry Ketones,Raspberry Ketones,No,No,No,No,"301,565",India,"3,710,000",http://www.raspberryketonestrial.com/v1/
1352,WintheNEWIpad-AU,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1353,Ipad2-AU,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1360,FubarDirect,comparisons.org,06/26/02,Insurance.Comparisons.org - Save Big Money On Your Auto Insurance!,Comparisons,No,No,No,No,"8,430",USA,"80,000,000",http://insurance.comparisons.org/ver2/?sub=1004-300001
1361,RudeFinder,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://affiliate.gmtracker.com/rd/r.php?progid=1265&pub=550612&c1=685505136&c2=300001
1362,OurTime,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1363,JuiceBooster-AndroidAU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.securehitz.com/rd/r.php?sid=334&pub=280009&c1=685505238&c2=300001
1364,Prim8-IpadUK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://www.securehitz.com/rd/r.php?sid=339&pub=280009&c1=685505269&c2=300001
1366,MillionaireDates,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1368,Vellura-Italy-CPS,vellura-it.com,08/15/12,Vellura,Vellura,No,No,No,Yes,"3,468,367",N/A,"27,800",http://www.vellura-it.com/index.html
1639,Hydraxil-Italy-CPS,hydraxil-it.com,08/15/12,Hydraxil,Hydraxil,No,No,No,Yes,"118,562,703",N/A,"34,800",http://www.hydraxil-it.com/index.html
1372,Adorna,adornacream.com,03/03/12,404 Not Found,Adorna Cream,No,No,No,Yes,"1,357,186",N/A,"1,640,000",http://adornacream.com/hotspecial/?AFFID=168285&c1=300001&c2=685505564
1374,OnlineHomeCareers-US,online-home-careers.com,09/15/11,Online Home Careers,Online Home Careers,Yes,No,No,Yes,"234,741",USA,"381,000",https://online-home-careers.com/c/index.php?offer_id=11&aff_id=1047&aff_sub=1044c_200052&utm_source=aff1047&utm_medium=affiliate
1375,OnlineHomeCareers-CA,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,"63,608",USA,"937,000",http://webfortunemaster.com/hik97/?misc1=888-394-9813&caid=28972&misc3=685504493&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14841
1376,OnlineHomeCareers-UK,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,"63,608",USA,"937,000",http://webfortunemaster.com/hik49/?misc1=888-394-9813&caid=28972&misc3=685504493&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14825
1377,MaxBurn-Columbia ,secure-order-now.com,09/10/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"2,829,161",USA,"8,380,000",https://secure-order-now.com/offer/garcinia8365/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685505903&SID2=300001&LPID=401&ClickID=29952572
1378,Hydraxil-Germany,hydraxil-de.com,07/11/12,Hydraxil,Hydraxil,No,No,No,Yes,"4,403,050",N/A,"34,800",http://hydraxil-de.com/index.html
1379,Vellura-Germany,vellura-de.com,07/11/12,Vellura,Vellura,No,No,No,Yes,"11,895,754",N/A,"27,800",http://vellura-de.com/index.html
1380,BedDefenseUK,beddefense.com,09/27/11,Bed Defense // All Natural Bed Bug Protection Device,Bed Defense,No,No,No,No,"349,422",USA,"14,100",http://order.beddefense.com/ss2/?caid=29054&misc3=685504536&caCode=GURadblFT&nopop=0&stid=377&cid2=12049
1383,MitoSlim-France,mitoslim.net,07/12/12,Mitoslim,Mitoslim,No,No,No,Yes,"149,325",France,"136,000",http://mitoslim.net/fr/speciale/?click_id=801863280&c1=685506355&c2=300001&c3=&AFID=410028&SID=685506355
1384,NuvoCleanse-France,nuvocleanse.com,06/29/12,Nuvocleanse,Nuvocleanse,No,No,No,Yes,"423,891",USA,"69,000",http://nuvocleanse.com/fr/speciale/?click_id=801863334&c1=685506461&c2=300001&c3=&AFID=410028&SID=685506461
1385,BinBit-MX,enterfactory.com,01/14/08,Invalid Phone,Enter Factory,No,No,Yes,Yes,"4,358",Colombia,"39,700",http://promoswap.enterfactory.com/ci/go/001407?transaction_id=102c487a03869954dfb311e95e9312&affid=678
1387,PureGreenCoffee,safeordering.net,05/27/99,Secure,Secure,No,No,No,No,N/A,N/A,"671,000,000",https://safe-ordering.net/
1388,KetoneSlimExclusive,musclefactorx.com,03/13/12,Raspberry KetoneThin,Raspberry KetoneThin,Yes,No,No,Yes,"435,765",USA,72,https://musclefactorx.com/kt/index.php
1402,KetoneMail,safeordering.net,05/27/99,Raspberry Ketone,Raspberry Ketone,No,No,No,No,N/A,N/A,"4,920,000",https://safe-ordering.net/ketoneblack5531/index.php?PubID=4&ClickID=29953104&SID=685506910&SID2=adm&LPID=6&PC=6
1410,[WAP]WintheNEWiPhone5-Australia,funclub-mobile.com,01/29/13,Gana un iPad Mini!,Funclub Mobile,Yes,Yes,Yes,Yes,"259,377",Spain,"8,590",http://funclub-mobile.com/ES/1413477505?trackid=1277364778&pid=9778&cid=e2c443a4d4x2&aid=CD1215&cookieid=16379e655cf570fcea025349e959832e
1413,Nettoyer-Begium-CPS,purecleanse-be.com,06/28/12,N/A,Pure Cleanse,No,No,No,No,N/A,N/A,"203,000",http://www.purecleanse-be.com/index.html
1415,WinaniPhone5-WAP-Australia,mobszo.com,12/13/11,Win The New iPhone 5!,Mobszo,No,Yes,Yes,Yes,"362,230",Australia,"193,000,000",http://offers.mobszo.com/tvsbtbcztdtstdutudtuz/au/4327h/?p=YToyOntpOjA7czo2OiJDRDEyMTUiO2k6MTtzOjMyOiIxNjM3OWU2NTVjZjU3MGZjZWEwMjUzNDllOTU5ODMyZSI7fQ
1417,LiftSerumPro-CPS-FR,liftserumpro.com,10/11/11,Lift Serum Pro - Paraissez resplendissante et jeune tous les jours,Lift Serum Pro,No,No,No,Yes,"3,086,970",N/A,"780,000",http://www.liftserumpro.com/sse3f/index.php?AFFID=16&C1=235&C2=&C3=c
1418,LiftandGlowPro-CPS-FR,liftandglowpro.com,11/04/11,Lift and Glow Pro,Lift and Glow Pro,No,No,No,Yes,"3,182,121",N/A,"704,000",http://www.liftandglowpro.com/sse3f/index.php?AFFID=16&C1=235&C2=&C3=c
1423,WinaniPhone5v2-WA-Australia,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1424,[WAP]WintheiPhone5-Australia,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1425,[WAP]WintheiPhone5-Finland,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1426,[WAP]WintheNewiPhone5-UK,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1427,[WAP]winthenewiPhone5question-France,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1428,[WAP]WinthenewiPhone5v1-France,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1429,[WAP]WinthenewiPhone5v2-France,nationalconsumercenter.com,05/23/13,NationalConsumerCenter,National Consumer Center,No,Yes,Yes,Yes,"5,366",USA,683,http://www.nationalconsumercenter.com/Flow.aspx
1430,Pimsleur,pimsleurapproach.com,07/12/02,Start Speaking a Language in 10 days | Pimsleur Approach &trade;,Pimsleur Approach,No,No,No,No,"10,969",USA,"171,000",https://www.pimsleurapproach.com/presentation413.asp?sid=sl60000bnr&es=60
1431,Iphone5,domagnum.com,05/25/12,IIS7,IIS7,No,No,No,Yes,"16,261,126",N/A,"5,090,000",http://domagnum.com/?a=64&c=19&s1=
1433,MitoSlimDE,mitoslim.net,07/12/12,MitoSlim,MitoSlim,No,No,No,Yes,"174,433",France,"67,600",http://mitoslim.net/de/besondere/?click_id=802065126&c1=685780075&c2=300001&c3=&AFID=410028&SID=685780075
1434,NuvoCleanseDE,nuvocleanse.com,06/29/12,Nuvocleanse,Nuvocleanse,No,No,No,Yes,"434,520",N/A,"75,200",http://nuvocleanse.com/de/besondere/?click_id=802065255&c1=685780270&c2=300001&c3=&AFID=410028&SID=685780270
1439,Nuvoryn-Finland,nuvoryn-suomi.com,05/28/12,Laihdutuspillerit - Laihduta Kaloreita – Nuvoryn-fi.com,Nuvoryn,No,No,No,Yes,"7,684,453",N/A,"328,000",http://nuvoryn-suomi.com/index.html
1440,PureCleanse-Finland,purecleanse-fi.com,05/28/12,N/A,Pure Cleanse,No,No,No,No,N/A,N/A,"203,000",http://www.purecleanse-fi.com/index.html
1441,Hydraxil-NL,hydraxil-nl.com,07/11/12,Hydraxil,Hydraxil,No,No,No,Yes,N/A,N/A,"34,800",http://www.hydraxil-nl.com/index.html
1442,Vellura-NL,vellura-nl.com,07/11/12,Vellura,Vellura,No,No,No,Yes,N/A,N/A,"27,800",http://www.vellura-nl.com/index.html
1447,KidsLiveSafe,kidslivesafe.com,10/23/10,KidsLiveSafe | Keep your family safe,Kids Live Safe,No,No,No,Yes,"49,316",USA,"138,000",http://signup.kidslivesafe.com/lp7/d16tb.cshtml?c=33&scn=cb&sca=548994&scs=300001&hid=685781316&zip=&email=&vid=ec4d75a5875c4752bf6af01704ec3ba7
1453,Iphone5-Norway,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=322559710&hid=gmmsiwyiwqowism&&ctrl1=noiframe&id=XNSX.eb7ffb12ca3537844dc698ec56de63cc%3A%3ACD1215%3A%3A3202
1456,Adorna,adornacream.com,03/03/12,Adorna Breast Enhancing Cream,Adorna Cream,No,No,No,Yes,"1,466,350",N/A,390,http://www.adornacream.com/trynow/?AFFID=168285&c1=685781632&c2=300001
1473,DeadSeaKit-DE-AT-CH,deadseakit.com,10/08/11,Natürlich gesunde und schöne Haut - Dead Sea Beauty Kit,Dead Sea Beauty Kit,No,No,No,Yes,"3,213,352",N/A,"273,000",https://www.deadseakit.com/promo/de/?&_d&affid=guru&saffid=300001&atrack=685781845
1479,Hydraxil-Spain,Hydraxil-es.com,10/02/12,Hydraxil,Hydraxil,No,No,No,Yes,"16,480,078",N/A,"34,800",http://www.hydraxil-es.com/index.html
1480,Vellura-Spain,vellura-es.com,10/02/12,Vellura,Vellura,No,No,No,Yes,"6,263,342",N/A,"27,800",http://www.vellura-es.com/index.html
1481,BatteryOptimizer-AU,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=209966302&hid=hnjlpjplprpxjtn&&ctrl1=noiframe&id=XNSX.%3A%3A%3A%3A%3A%3A%3A%3A447670
1484,AutoLoanProfessionals-Mobile,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=197859202&hid=fphphppnjnpnvhrl&&ctrl1=noiframe&id=XNSX
1495,MaxBurn-Mexico,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2925/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685782532&SID2=300001&LPID=358&ClickID=30150906
1506,TurboforceMuscle-Brazil,turboforce-brasil.com,08/27/13,Turboforce,Turbo Force,No,No,No,Yes,"1,654,393",Brazil,"381,000",http://www.turboforce-brasil.com/np/lp.php?subid=400128&hid=286300671&lpid=&c1=685782654&c2=300001&c3=&sid=1043&dt=2013-09-23_16:24:52
1509,SkinFlow,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,"1,255,215",N/A,0,http://healthandbeautyexposed.net/?t202id=&t202kw=&match=&c3=&ne=
1510,Elevate-GF-US-CA,elevategf.com,08/29/12,Elevate GF - Advanced Muscle Recovery Agent,Elevate GF,No,No,No,Yes,"656,091",USA,"116,000",http://elevategf.com/8/index.php?AFFID=370036&C1=137452551&C2=300001&C3=
1512,MaxrobustCPS-Germany,maxrobust-de.com,10/10/12,N/A,Max Robust Xtreme,No,No,No,Yes,"3,000,910",N/A,"179,000",http://www.maxrobust-de.com/index.html
1513,OrviaxCPS-Germany,orviax-de.com,10/24/12,N/A,Orviax,No,No,Yes,Yes,"20,240,651",N/A,"194,000",http://www.orviax-de.com/index.html
1517,DermalloSkinCream-Germany,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1518,LuministEyeGel-Germany,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1519,DanSmoke-Denmark-Lead,oastracker.com,01/25/10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://affiliate.gmtracker.com/rd/r.php?sid=1519&pub=300001&c1=adm&c2=test&c3=link
1521,WrinkleRewind-US-CA,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1522,EquinoxWrinkleReducer,levelayouth.com,12/28/11,Levela Anti-Aging Formula,Levela,No,No,No,Yes,"1,082,793",USA,"13,900,000",https://www.levelayouth.com/o/lvla3/landing#none
1523,Beauti-SkinRX,beautiskinrx.com,05/02/11,BeautiSkinRx.com - Green Tea Skin Care!,Beauti Skin,No,No,Yes,Yes,"5,183,737",N/A,"17,300",http://www.beautiskinrx.com/t1/?AFID=5&SID=300001&C1=685784201
1524,BidWOW,bidwow.com,09/25/07,Bidwow – Homepage,Bidwow,No,No,No,Yes,"16,410,858",N/A,"2,950",https://www.bidwow.com/webroot/offer/lp1/?AFID=1063&SID=685784426&C1=
1525,PremiumRaspberryKetone-US,premiumraspberryketone.com,04/17/12,Premium Raspberry Ketone,Premium Raspberry Ketone,No,No,No,Yes,"5,261,425",N/A,"494,000",http://www.premiumraspberryketone.com/o1/?AFID=1063&SID=685784619&C1=
1527,PremiumGreenCoffee-US-Men,premiumgreencoffee.com,04/27/12,Green Coffee Bean,Pure Green Coffee Bean,No,No,No,No,"507,972",USA,"26,200,000",http://www.premiumgreencoffee.com/m1/?AFID=1063&SID=685784864&C1=
1528,KitSwoggi-IT,newsonlineitalia.com,01/31/12,Aste al centesimo: è veramente possibile risparmiare fino al  95% sul prezzo di vendita?,Revista Sui Consumi Online,Yes,Yes,Yes,Yes,"1,505,113",Italy,"2,420,000",http://www.newsonlineitalia.com/le-nuove-tendenze-del-2012.htm
1529,KitSwoggi-DE,konsumentenmagazin.org,02/21/12,Cent-Auktionen erklärt: Kann man wirklich 95% des Verkaufspreises einsparen?,Konsumenten Magazin,Yes,No,No,Yes,"1,355,922",Germany,"6,090",http://www.konsumentenmagazin.org/top-tendenzen-fur-2013.php?v=cpsgur_de_2012&a=685785307&n=&fde=&fdn=&fdf=&k
1530,KitSwoggi-NL,consumentengids2013.com,05/13/13,Hoe werkt een centenveiling: Is het echt mogelijk 95% op de adviesprijs te besparen?,Consumentengids 2013,No,Yes,Yes,Yes,"1,030,938",N/A,"10,400",http://www.consumentengids2013.com/trends-swg5Zu03-2013.php?v=cpsgur_nl_2012&a=685785531&n=&fde=&fdn=&fdf=&k
1531,KitSwoggi-FR,revuetendanceconso.com,07/11/12,Les enchères au centime expliquées&nbsp;: Est-ce vraiment possible d'économiser 95&nbsp;% sur le prix de vente&nbsp;?,Revue Tendance Conso,No,Yes,Yes,Yes,"183,225",France,10,http://www.revuetendanceconso.com/dossier-achats-swg-2013.php?v=cpsgur_fr_2012&a=685785753&n=&fde=&fdn=&fdf=&k
1532,KitSwoggi-Lead-AU,swoggi.com,07/28/09,"Penny Auction | Cheap iPhone, iPad, MacBook, Playstation 3, Wii, Xbox 360, DSi,... -  bid & win on Swoggi",Swoggi,No,No,No,Yes,"458,383",Germany,"150,000",http://partner.au.swoggi.com/index.php?md=cplgur_au_2012&affp=685786093&cl=&fde=&fdn=&fdf=&kw
1533,MensHealth,menslifehealth.com,11/11/12,N/A,N/A,N/A,N/A,N/A,N/A,"3,423,390",N/A,"32,800",http://www.menslifehealth.com/article/content/elevate/index4.php?affid=370036&c1=300001&c2=685786310
1534,QuiBidsDE,quibids.com,05/19/09,Get Started Today! - QuiBids.com,Quibids,No,No,No,No,"3,571",USA,"1,120,000",https://www.quibids.com/de/landing/index.php?c=de&mb=jpa&lp=190&sub=
1535,QuiBidsFR,quibids.com,05/19/09,Get Started Today! - QuiBids.com,Quibids,No,No,No,No,"3,571",USA,"1,120,000",https://www.quibids.com/fr/landing/index.php?c=fr&mb=jpa&lp=190&sub=
1539,Djugo-Austria,quizir.com,03/10/11,Supermarket!,Quizir,No,Yes,Yes,Yes,"309,417",Austria,"103,000",http://lpat.quizir.com/Mobile/336107/customer_optin.htm?partnerId=mck-revived&msisdn=undefined
1540,Yamoja-Hungary,leadforce.net,03/31/12,N/A,N/A,N/A,N/A,N/A,N/A,"1,196,546",N/A,N/A,http://go.leadforce.net/aff_c?offer_id=1151&aff_id=1632&aff_sub=685786685&source=300001
1541,OptimalStack,optimalstack.com,07/31/12,Optimal Stack - Pre-Workout Energy & Focus Amplifier,Optimal Stack,No,No,No,Yes,"461,979",USA,"75,200",http://optimalstack.com/8/index.php?AFFID=370036&C1=137453614&C2=300001&C3=
1542,WAP-Meet Moi-NOPIN,trackmobi.com,03/16/11,404 Not Found,N/A,N/A,N/A,N/A,N/A,"812,638",USA,N/A,http://tm.trackmobi.com/aff_c?offer_id=44&aff_id=22056&aff_sub=685788021&source=300001
1546,YourLifeInsurancePlan-UK,yourlifeinsuranceplan.com,06/19/12,Life Insurance – Forms,Your Life UK,No,Yes,Yes,Yes,N/A,N/A,"1,130,000",http://www.yourlifeinsuranceplan.com/uk/v2/?r=162537324&a=447670
1547,DebtDrop-UK,debtdropuk.com,10/16/12,Debt Drop UK,Debt Drop UK,No,Yes,Yes,Yes,"7,312,502",N/A,136,http://www.debtdropuk.com/?r=162537324
1567,WirelessIdea-Uruguay,leadforce.net,03/31/12,N/A,N/A,N/A,N/A,N/A,N/A,"1,196,546",N/A,N/A,http://go.leadforce.net/aff_c?offer_id=1144&aff_id=1632&aff_sub=685788429&source=300001
1568,Binbit-Argentina,enterfactory.com,01/14/08,Invalid Phone,Enter Factory,No,No,Yes,Yes,"4,358",Colombia,"39,700",http://promoswap.enterfactory.com/ci/go/002913?subID=1632&sub2ID=1024afa9127bb17f5c94842f6fb962
1569,Binbit-Mexico,enterfactory.com,01/14/08,Invalid Phone,Enter Factory,No,No,Yes,Yes,"4,358",Colombia,"39,700",http://promoswap.enterfactory.com/ci/go/003318?subID=1632&sub2ID=102745c97c182286ce74f9771a2798
